sun altitude,sat altitude,sat height,measured_ab,irradiance,aoi,az diff
-13.3,22.7,526492.6,5.15272579012091,2.381046e-10,4.6,0.6000000000000014
-13.3,22.5,526484.7,4.91429105603678,2.965798e-10,4.5,1.1999999999999957
-13.3,22.2,526476.3,4.78734263184812,3.333658e-10,4.4,1.8999999999999986
-13.3,22.0,526468.4,4.76160253494745,3.413635e-10,4.4,2.5
-13.3,21.8,526461.4,4.76402062396009,3.406041e-10,4.3,3.0
-13.3,21.5,526451.0,4.63703007509747,3.828653e-10,4.2,3.6999999999999957
-13.3,21.4,526447.6,4.77432211961726,3.373877e-10,4.2,4.0
-13.3,21.3,526443.5,4.87768530829466,3.067495e-10,4.1,4.299999999999997
-13.3,21.1,526439.1,4.99020874773303,2.765506e-10,4.1,4.600000000000001
-13.3,21.0,526435.4,4.9694770929823,2.818819e-10,4.0,4.799999999999997
-13.3,20.9,526431.0,5.01025371282519,2.714917e-10,4.0,5.100000000000001
-13.3,20.8,526427.2,5.0971637596048,2.506066e-10,4.0,5.399999999999999
-13.3,20.7,526422.8,5.18929785474111,2.302178e-10,3.9,5.699999999999996
-13.3,20.6,526419.4,5.13515525104383,2.419892e-10,3.9,5.899999999999999
-13.3,20.5,526415.9,5.26127421862715,2.154509e-10,3.8,6.100000000000001
-13.3,20.4,526412.7,5.22352692053132,2.230731e-10,3.8,6.299999999999997
-13.2,20.3,526408.5,5.35405568244814,1.978043e-10,3.8,6.600000000000001
-28.4,23.7,527058.0,5.36827982449931,1.952298e-10,20.1,2.1999999999999993
-28.4,23.4,527057.9,5.8430094816941,1.260823e-10,20.0,3.099999999999998
-28.4,23.2,527057.7,5.97848964831928,1.112915e-10,19.9,3.8999999999999986
-28.4,23.1,527057.6,6.05545854855682,1.036751e-10,19.9,4.399999999999999
-28.4,23.0,527057.4,6.12591901241315,9.71606e-11,19.9,4.899999999999999
-28.4,22.9,527057.2,6.16773865045926,9.34894e-11,19.8,5.300000000000001
-28.4,22.7,527057.0,6.21373333902846,8.96117e-11,19.8,5.800000000000001
-28.4,22.6,527056.8,6.20968608963601,8.99463e-11,19.8,6.099999999999998
-28.4,22.6,527056.6,6.29272353062863,8.33237e-11,19.7,6.399999999999999
-28.4,22.5,527056.5,6.27627635300823,8.45955e-11,19.7,6.699999999999999
-28.4,22.4,527056.3,6.36119398451158,7.82312e-11,19.7,7.0
-28.4,22.3,527056.0,6.3135530709834,8.17404e-11,19.7,7.300000000000001
-28.4,22.2,527055.8,6.34660803355634,7.92893e-11,19.6,7.599999999999998
-28.4,22.1,527055.6,6.36519562569995,7.79434e-11,19.6,7.800000000000001
-28.4,22.1,527055.4,6.33388160900701,8.02242e-11,19.6,8.0
-28.4,22.0,527055.1,6.45732415076754,7.16025e-11,19.6,8.400000000000002
-28.4,21.9,527054.8,6.4737302813745,7.05287e-11,19.6,8.600000000000001
-28.4,21.8,527054.4,6.51141636300452,6.81226e-11,19.5,9.0
-28.4,21.5,527053.5,6.61908547718354,6.16913e-11,19.5,9.8
-28.4,21.4,527052.9,6.65215710750406,5.98405e-11,19.4,10.3
-28.4,21.2,527052.2,6.7418706941181,5.50947e-11,19.4,10.8
-28.4,21.0,527051.4,6.83527967347603,5.05529e-11,19.3,11.400000000000002
-28.4,20.8,527050.3,6.94806499848992,4.5565e-11,19.3,12.0
-28.4,20.6,527049.4,6.94790607362118,4.55717e-11,19.2,12.600000000000001
-28.4,20.4,527048.4,7.04461816291619,4.16879e-11,19.2,13.100000000000001
-28.4,20.3,527047.8,7.0404976621117,4.18464e-11,19.1,13.399999999999999
-28.4,20.2,527047.1,7.1016910033126,3.95532e-11,19.1,13.700000000000003
-28.4,20.1,527046.5,7.12349261923851,3.87669e-11,19.1,14.0
-23.4,30.6,527042.5,7.69726948412325,2.28533e-11,19.5,53.69999999999999
-23.4,30.8,527041.8,7.7474177169461,2.18218e-11,19.4,52.89999999999998
-23.4,31.0,527041.2,7.69031028839941,2.30003e-11,19.4,52.19999999999999
-23.4,31.2,527040.5,7.65804505609686,2.3694e-11,19.4,51.30000000000001
-23.4,31.4,527039.7,7.60293362300526,2.49278e-11,19.3,50.5
-23.4,31.6,527038.8,7.52958426504496,2.667e-11,19.3,49.60000000000002
-23.4,33.7,527023.2,7.34296433334279,3.16717e-11,18.6,37.200000000000045
-23.4,33.7,527022.0,7.36540926419148,3.10237e-11,18.6,36.400000000000034
-23.4,33.8,527020.5,7.33846585634243,3.18032e-11,18.5,35.400000000000034
-23.3,33.9,526986.4,6.80178814676616,5.21366e-11,17.7,17.9
-23.3,33.8,526984.4,6.79227461421602,5.25954e-11,17.7,17.200000000000003
-23.3,33.7,526981.6,6.78104038095573,5.31424e-11,17.6,16.1
-23.3,33.6,526979.0,6.73977531314483,5.52011e-11,17.6,15.0
-23.3,31.2,526934.7,6.11267684922042,9.83529e-11,16.8,1.2999999999999972
-23.3,31.0,526931.3,5.30801677213773,2.063723e-10,16.8,0.3999999999999986
-23.2,30.8,526928.1,4.9915940993266,2.761979e-10,16.7,0.40000000000000213
-23.2,30.6,526924.5,4.21880853996494,5.627748e-10,16.7,1.2000000000000028
-23.2,30.3,526921.0,5.45473523887745,1.802868e-10,16.6,2.0
-23.2,27.1,526869.5,6.8476129676339,4.99819e-11,15.9,11.600000000000001
-23.2,26.9,526865.6,6.90242522819868,4.75212e-11,15.9,12.200000000000003
-23.2,26.6,526861.9,6.9402029200194,4.58962e-11,15.8,12.799999999999997
-23.2,26.4,526857.7,7.03711491842658,4.1977e-11,15.8,13.399999999999999
-23.2,26.1,526853.4,7.17046503096637,3.71254e-11,15.7,14.0
-23.2,25.9,526848.8,7.04684963291089,4.16023e-11,15.7,14.700000000000003
-23.2,25.4,526841.1,7.35061226936559,3.14494e-11,15.6,15.700000000000003
-23.2,25.2,526836.9,7.39293251407324,3.02471e-11,15.5,16.200000000000003
-23.2,25.1,526835.0,7.43047927417526,2.9219e-11,15.5,16.5
-23.2,25.0,526832.8,7.45116483489512,2.86676e-11,15.5,16.700000000000003
-23.2,24.9,526831.0,7.47005823277138,2.81731e-11,15.5,17.0
-23.2,24.7,526828.8,7.47812668455263,2.79645e-11,15.4,17.200000000000003
-23.2,24.6,526826.7,7.51804703333142,2.69549e-11,15.4,17.5
-23.2,24.5,526824.8,7.5169352655256,2.69826e-11,15.4,17.6
-23.2,24.4,526822.7,7.55109091502444,2.61469e-11,15.4,17.9
-23.2,24.3,526820.6,7.56566661976395,2.57983e-11,15.4,18.1
-23.2,23.5,526806.7,7.72862239695276,2.22028e-11,15.2,19.6
-23.2,23.5,526805.7,7.7921723281473,2.09406e-11,15.2,19.699999999999996
-23.2,23.3,526803.1,7.76933905420421,2.13856e-11,15.2,20.0
-23.2,23.3,526802.0,7.77092584591262,2.13544e-11,15.1,20.1
-23.2,23.1,526798.7,7.86309681054008,1.96164e-11,15.1,20.5
-23.2,23.1,526797.6,7.79341593391906,2.09166e-11,15.1,20.6
-23.2,22.9,526794.5,7.9746055828521,1.77017e-11,15.1,20.9
-23.2,22.8,526793.3,7.83149415273005,2.01957e-11,15.1,21.0
-23.2,22.7,526790.4,8.15670544814164,1.49684e-11,15.0,21.299999999999997
-23.2,22.6,526789.0,7.84282662741085,1.9986e-11,15.0,21.4
-23.1,22.5,526785.7,8.32719967203989,1.27931e-11,15.0,21.699999999999996
-23.1,22.4,526784.6,7.8531843213095,1.97963e-11,15.0,21.799999999999997
-23.1,22.2,526780.5,8.4716040089822,1.11999e-11,14.9,22.199999999999996
-23.1,22.1,526778.3,8.50562192407195,1.08544e-11,14.9,22.4
-23.1,22.0,526775.7,8.62342916097313,9.7383e-12,14.9,22.6
-23.1,21.9,526773.6,8.74124044285131,8.7369e-12,14.8,22.799999999999997
-23.1,21.7,526770.9,8.83914096636453,7.9836e-12,14.8,23.1
-23.1,21.6,526768.5,8.88883399867078,7.6264e-12,14.8,23.299999999999997
-23.1,21.5,526765.8,8.95368680327667,7.1842e-12,14.8,23.5
-23.1,21.4,526763.4,9.04866330399293,6.5825e-12,14.7,23.699999999999996
-23.1,21.3,526761.3,9.08161994497857,6.3857e-12,14.7,23.9
-23.1,21.2,526758.6,9.13451619147314,6.082e-12,14.7,24.1
-23.1,21.0,526756.1,9.25954460954198,5.4205e-12,14.7,24.299999999999997
-23.1,20.9,526753.4,9.2954414920066,5.2442e-12,14.6,24.5
-23.1,20.8,526751.4,9.41799348931685,4.6844e-12,14.6,24.599999999999998
-23.1,20.7,526748.8,9.45875490666987,4.5118e-12,14.6,24.8
-17.6,26.7,526180.9,7.21063121497247,3.57771e-11,10.2,9.700000000000003
-17.6,26.5,526174.2,7.26515509112624,3.40248e-11,10.2,10.200000000000003
-17.6,26.4,526168.9,7.26844402866659,3.39219e-11,10.1,10.600000000000001
-17.6,26.2,526163.0,7.25914064740381,3.42138e-11,10.1,11.0
-17.6,26.1,526158.2,7.28497029277587,3.34095e-11,10.1,11.399999999999999
-17.6,25.9,526153.2,7.36746030097818,3.09652e-11,10.0,11.700000000000003
-17.6,25.8,526148.4,7.31338963164773,3.25463e-11,10.0,12.0
-17.6,25.6,526143.9,7.30218412622745,3.28839e-11,10.0,12.299999999999997
-17.6,25.5,526139.9,7.43013986975298,2.92282e-11,9.9,12.5
-17.6,25.4,526135.3,7.38803001092725,3.0384e-11,9.9,12.899999999999999
-17.6,25.3,526130.9,7.40444534091573,2.99281e-11,9.9,13.199999999999996
-17.6,25.1,526125.6,7.44559792503911,2.8815e-11,9.9,13.5
-17.6,25.0,526120.9,7.45808251932077,2.84855e-11,9.8,13.799999999999997
-17.6,24.9,526116.9,7.50460310913663,2.72908e-11,9.8,14.100000000000001
-17.6,24.5,526104.8,7.54309736630164,2.63402e-11,9.7,14.799999999999997
-17.6,24.3,526098.3,7.6404330197266,2.40815e-11,9.7,15.199999999999996
-17.6,24.1,526090.4,7.62633018909813,2.43964e-11,9.6,15.699999999999996
-17.6,23.8,526078.6,7.65321824395545,2.37996e-11,9.6,16.4
-17.6,23.5,526070.0,7.63543596627997,2.41926e-11,9.5,16.9
-17.6,23.0,526050.4,7.67624855407052,2.33001e-11,9.4,18.0
-17.6,22.8,526044.3,7.79072294823811,2.09685e-11,9.3,18.4
-17.6,22.8,526044.3,7.73129375932892,2.21483e-11,9.3,18.4
-17.6,22.7,526039.5,7.75195940425152,2.17307e-11,9.3,18.6
-17.6,22.5,526034.5,7.78508673871827,2.10777e-11,9.3,18.9
-17.6,22.4,526030.1,7.83872295983253,2.00617e-11,9.3,19.1
-17.6,22.4,526030.1,7.77648649688165,2.12453e-11,9.3,19.1
-17.6,22.3,526024.9,7.8761967721257,1.93811e-11,9.2,19.4
-17.6,22.3,526024.9,7.83228083425159,2.01811e-11,9.2,19.4
-17.6,22.1,526019.7,7.9263807338993,1.85057e-11,9.2,19.699999999999996
-17.6,22.1,526019.7,7.8639073733801,1.96017e-11,9.2,19.699999999999996
-17.6,22.0,526013.3,7.98068385176609,1.76029e-11,9.1,20.0
-17.6,22.0,526013.3,7.95081225812275,1.80939e-11,9.1,20.0
-17.6,21.9,526009.0,8.0245443146831,1.69059e-11,9.1,20.199999999999996
-17.6,21.9,526009.0,7.98583931200602,1.75195e-11,9.1,20.199999999999996
-17.6,21.7,526004.5,8.03460962082078,1.67499e-11,9.1,20.4
-17.6,21.7,526004.5,7.99411134770445,1.73865e-11,9.1,20.4
-17.6,21.6,526000.0,8.06913873700454,1.62256e-11,9.1,20.6
-17.6,21.6,526000.0,8.02919531521817,1.68337e-11,9.1,20.6
-17.6,21.5,525994.4,8.04834407924517,1.65394e-11,9.0,20.9
-17.6,21.5,525994.4,8.07176761461156,1.61864e-11,9.0,20.9
-17.6,21.5,525994.4,8.05163043426941,1.64894e-11,9.0,20.9
-17.5,21.4,525990.3,8.11005522639924,1.56255e-11,9.0,21.0
-17.5,21.4,525990.3,8.10572333751171,1.5688e-11,9.0,21.0
-17.5,21.4,525990.3,8.07867801823719,1.60837e-11,9.0,21.0
-17.5,21.2,525982.7,8.11310217680591,1.55817e-11,9.0,21.39999999999999
-17.5,21.2,525982.7,8.10381101821611,1.57156e-11,9.0,21.39999999999999
-17.5,21.2,525982.7,8.10624977200879,1.56804e-11,9.0,21.39999999999999
-17.5,20.8,525969.8,8.19208980712896,1.44884e-11,8.9,22.0
-17.5,20.8,525969.8,8.17102688487352,1.47722e-11,8.9,22.0
-17.5,20.8,525969.8,8.19194383475816,1.44904e-11,8.9,22.0
-17.5,20.7,525963.1,8.29157829821779,1.32198e-11,8.8,22.299999999999997
-17.5,20.7,525963.1,8.23527786355665,1.39234e-11,8.8,22.299999999999997
-17.5,20.1,525942.0,8.14565100504165,1.51215e-11,8.7,23.200000000000003
-17.3,20.1,527257.7,8.50746399700999,1.0836e-11,17.9,94.59999999999997
-17.3,20.2,527259.9,8.5271114270404,1.06417e-11,17.9,94.29999999999995
-17.3,20.3,527262.2,8.49428174903325,1.09684e-11,17.8,94.09999999999997
-17.2,20.5,527264.5,8.53193857708753,1.05945e-11,17.8,93.79999999999995
-17.2,20.6,527266.7,8.5301763384028,1.06117e-11,17.7,93.59999999999997
-17.2,20.8,527269.2,8.52402143966396,1.0672e-11,17.7,93.29999999999995
-17.2,20.9,527271.1,8.53212041467758,1.05927e-11,17.6,93.09999999999997
-17.2,21.3,527277.5,8.50013884346608,1.09094e-11,17.5,92.39999999999998
-17.2,21.4,527278.5,8.25101833289688,1.3723e-11,17.5,92.19999999999999
-17.2,21.4,527279.7,8.4886231348982,1.10257e-11,17.5,92.09999999999997
-17.2,21.7,527283.6,8.26229108682256,1.35813e-11,17.4,91.59999999999997
-17.2,21.7,527283.7,8.50581005644812,1.08526e-11,17.4,91.59999999999997
-17.2,22.0,527287.4,8.44713717851403,1.14552e-11,17.3,91.09999999999997
-17.2,22.0,527288.4,8.16851411311912,1.48065e-11,17.3,91.0
-17.2,22.2,527291.2,8.44905199785355,1.1435e-11,17.2,90.69999999999999
-17.2,22.4,527293.6,8.4302506311112,1.16347e-11,17.2,90.39999999999998
-17.2,22.6,527296.3,8.43009431135161,1.16364e-11,17.1,90.0
-17.2,22.9,527299.8,8.40804314211286,1.18751e-11,17.0,89.5
-17.2,22.9,527300.9,8.17853092720982,1.46705e-11,17.0,89.30000000000001
-17.2,23.1,527303.4,8.40297390243264,1.19307e-11,17.0,88.89999999999998
-17.2,23.3,527305.5,8.39296445705997,1.20412e-11,16.9,88.60000000000002
-17.2,23.5,527307.5,8.37452349990641,1.22475e-11,16.9,88.30000000000001
-17.2,23.6,527309.5,8.38451616164958,1.21353e-11,16.8,87.89999999999998
-17.2,23.8,527311.3,8.38450336878467,1.21354e-11,16.8,87.60000000000002
-17.2,23.9,527313.3,8.37012503624494,1.22972e-11,16.7,87.30000000000001
-17.2,24.1,527315.2,8.36945150015724,1.23048e-11,16.7,87.0
-17.2,24.2,527317.0,8.38013444651066,1.21844e-11,16.6,86.60000000000002
-17.2,24.4,527318.9,8.35946414144017,1.24185e-11,16.6,86.30000000000001
-17.2,24.5,527320.6,8.3621969998654,1.23873e-11,16.6,86.0
-17.2,24.7,527322.3,8.34158521933937,1.26247e-11,16.5,85.60000000000002
-17.2,24.8,527323.9,8.33139224058458,1.27438e-11,16.5,85.30000000000001
-17.2,26.4,527341.4,8.27826179927548,1.33829e-11,16.0,81.5
-17.2,26.5,527342.1,7.92183669677022,1.85833e-11,16.0,81.40000000000003
-17.2,26.6,527343.0,8.25615493694751,1.36582e-11,15.9,81.20000000000005
-17.1,26.8,527345.4,8.22601048185121,1.40428e-11,15.9,80.60000000000002
-17.1,27.1,527348.0,8.24799871683105,1.37612e-11,15.8,79.90000000000003
-17.1,27.4,527350.7,8.23963045664202,1.38677e-11,15.7,79.10000000000002
-17.1,27.6,527352.3,8.25588177224175,1.36617e-11,15.7,78.60000000000002
-17.1,27.8,527354.7,8.06694759795613,1.62584e-11,15.6,77.90000000000003
-17.1,27.8,527354.7,8.22263572779298,1.40865e-11,15.6,77.90000000000003
-17.1,28.1,527357.1,8.2303944060569,1.39862e-11,15.5,77.20000000000005
-17.1,28.1,527357.8,7.9782013920591,1.76432e-11,15.5,77.0
-17.1,28.3,527358.8,8.17743990439827,1.46852e-11,15.4,76.60000000000002
-17.1,28.5,527360.6,8.20385709557359,1.43322e-11,15.4,76.10000000000002
-17.1,28.6,527361.9,8.20579641724852,1.43067e-11,15.3,75.60000000000002
-17.1,28.7,527363.2,8.201882117933,1.43583e-11,15.3,75.20000000000005
-17.1,28.9,527364.6,8.19225127229983,1.44863e-11,15.2,74.70000000000005
-17.1,29.0,527365.8,8.19521504852868,1.44468e-11,15.2,74.20000000000005
-17.1,29.2,527367.0,8.18595769807516,1.45705e-11,15.2,73.80000000000001
-17.1,29.3,527368.1,8.2071539680729,1.42888e-11,15.1,73.40000000000003
-17.1,29.4,527369.2,8.19447395695953,1.44566e-11,15.1,73.0
-17.1,29.6,527370.2,8.12085066591769,1.54709e-11,15.0,72.5
-17.1,29.7,527371.3,8.19550799123409,1.44429e-11,15.0,72.10000000000002
-17.1,29.8,527372.5,8.18636978259524,1.45649e-11,14.9,71.60000000000002
-17.1,31.2,527383.9,8.1304934667942,1.53341e-11,14.5,66.30000000000001
-17.1,31.3,527384.9,8.14625813740466,1.51131e-11,14.4,65.69999999999999
-17.1,31.5,527386.3,8.10872057891911,1.56447e-11,14.3,64.89999999999998
-17.1,31.6,527387.6,8.12373647411227,1.54299e-11,14.3,64.19999999999999
-17.1,31.8,527389.3,8.11273045863657,1.55871e-11,14.2,63.19999999999999
-17.1,32.0,527390.3,8.09780698308549,1.58028e-11,14.1,62.5
-17.0,32.3,527393.1,8.105570928185,1.56902e-11,14.0,60.599999999999966
-17.0,32.5,527394.7,8.05603000733354,1.64227e-11,13.9,59.39999999999998
-17.0,32.6,527395.5,8.04147701300782,1.66443e-11,13.8,58.80000000000001
-17.0,32.7,527396.3,8.07365161225605,1.61583e-11,13.8,58.19999999999999
-17.0,32.8,527396.9,8.04034388976499,1.66617e-11,13.7,57.69999999999999
-17.0,32.8,527397.6,8.05442409218863,1.6447e-11,13.7,57.099999999999966
-17.0,32.9,527398.3,8.01703451454332,1.70233e-11,13.7,56.5
-17.0,33.0,527398.9,8.01464881040281,1.70607e-11,13.6,55.89999999999998
-17.0,33.1,527399.4,8.01074278263717,1.71222e-11,13.6,55.39999999999998
-17.0,33.1,527400.0,8.00839419265029,1.71593e-11,13.5,54.80000000000001
-17.0,33.2,527400.6,8.0147122384375,1.70597e-11,13.5,54.30000000000001
-17.0,33.2,527401.2,8.02270127004313,1.69347e-11,13.4,53.80000000000001
-17.0,33.3,527401.6,8.02023754729911,1.69731e-11,13.4,53.30000000000001
-17.0,33.8,527407.1,7.81926622345121,2.04245e-11,12.8,45.10000000000002
-17.0,33.7,527408.8,7.68546592681331,2.31031e-11,12.4,39.199999999999996
-17.0,33.7,527408.9,7.66506194532063,2.35414e-11,12.3,38.199999999999996
-17.0,33.7,527408.9,7.64119220065812,2.40647e-11,12.2,37.599999999999994
-17.0,33.6,527408.9,7.64937092622032,2.38841e-11,12.2,37.0
-17.0,33.6,527408.9,7.60739261550969,2.48256e-11,12.1,36.4
-16.9,33.5,527408.8,7.57627012722638,2.55475e-11,12.0,35.199999999999996
-16.9,33.5,527408.7,7.58765097339079,2.52812e-11,12.0,34.6
-16.9,33.4,527408.6,7.58131815626241,2.5429e-11,12.0,34.1
-16.9,33.4,527408.5,7.58001144447163,2.54597e-11,11.9,33.5
-16.9,33.3,527408.4,7.59013985975493,2.52233e-11,11.9,32.9
-16.9,33.3,527408.2,7.56583797157134,2.57942e-11,11.8,32.3
-16.9,32.5,527405.3,7.44763313986342,2.8761e-11,11.3,26.099999999999998
-16.9,32.3,527404.2,7.24669962124049,3.46081e-11,11.2,24.7
-16.9,32.0,527403.2,7.22824115876249,3.52015e-11,11.1,23.4
-16.9,31.9,527402.3,7.1693176235211,3.71647e-11,11.0,22.4
-16.9,31.6,527401.2,7.19168470726036,3.64069e-11,10.9,21.299999999999997
-16.9,31.5,527400.5,7.31726102468684,3.24305e-11,10.9,20.599999999999998
-16.9,31.4,527400.2,7.16638820535375,3.72651e-11,10.9,20.4
-16.9,31.3,527399.8,7.3206690409054,3.23288e-11,10.8,20.1
-16.9,31.2,527399.0,7.29507703672132,3.30999e-11,10.8,19.3
-16.9,31.1,527398.4,7.29723818184283,3.30341e-11,10.7,18.8
-16.9,30.9,527397.7,7.26704583428241,3.39656e-11,10.7,18.3
-16.9,30.8,527397.1,7.27118193138662,3.38364e-11,10.6,17.8
-16.9,30.7,527396.5,7.23719300318982,3.49124e-11,10.6,17.4
-16.9,30.6,527395.9,7.27052039883939,3.38571e-11,10.5,16.9
-16.9,30.5,527395.3,7.20877163510685,3.58384e-11,10.5,16.5
-16.9,30.4,527394.6,7.11034962925985,3.9239e-11,10.5,16.0
-16.9,30.3,527394.0,7.18596636618283,3.65991e-11,10.4,15.600000000000001
-16.9,30.1,527393.3,7.19943367835005,3.6148e-11,10.4,15.100000000000001
-16.9,30.0,527392.6,7.15921488284193,3.75121e-11,10.3,14.7
-16.9,29.9,527391.9,7.12578189411365,3.86852e-11,10.3,14.3
-16.8,28.4,527382.8,6.79052972207481,5.268e-11,9.8,9.399999999999999
-16.8,28.4,527382.3,6.68988790424039,5.77966e-11,9.8,9.200000000000003
-16.8,28.3,527381.8,6.74973044790953,5.46973e-11,9.8,9.0
-16.8,28.1,527380.4,6.70088964634843,5.72139e-11,9.7,8.399999999999999
-16.8,28.1,527380.4,6.52601933208855,6.72125e-11,9.7,8.399999999999999
-16.8,27.8,527378.5,6.13134664478647,9.66761e-11,9.6,7.5
-16.8,27.6,527377.3,6.09399131527738,1.000602e-10,9.5,7.100000000000001
-16.8,27.4,527375.7,6.16412261937006,9.38013e-11,9.5,6.5
-16.8,27.4,527375.6,6.015184205846,1.075931e-10,9.5,6.5
-16.8,27.1,527374.0,6.30196626819135,8.26174e-11,9.4,5.899999999999999
-16.8,27.1,527373.3,6.27129246083327,8.49847e-11,9.4,5.700000000000003
-16.8,26.5,527368.9,6.45727363057793,7.16058e-11,9.2,4.100000000000001
-16.8,26.3,527367.6,6.43764409903873,7.29122e-11,9.1,3.700000000000003
-16.8,26.1,527366.4,6.38088350488789,7.68253e-11,9.1,3.3000000000000043
-16.8,26.0,527365.3,6.35810090557095,7.84544e-11,9.1,3.0
-16.8,25.9,527364.2,6.34943950239095,7.90828e-11,9.0,2.700000000000003
-16.8,25.6,527361.9,6.20344064467472,9.04652e-11,8.9,2.0
-16.8,25.5,527360.8,6.1146942345944,9.81703e-11,8.9,1.7000000000000028
-16.8,25.3,527359.4,6.10430967196909,9.91138e-11,8.8,1.3000000000000043
-16.8,25.2,527358.3,6.05574302914661,1.036479e-10,8.8,1.0
-16.8,25.0,527357.1,5.75302034186597,1.369777e-10,8.8,0.7000000000000028
-16.8,23.4,527341.8,6.08393377702714,1.009914e-10,8.3,2.6999999999999957
-16.7,23.3,527341.0,5.93110859869007,1.162558e-10,8.2,2.799999999999997
-16.7,23.3,527340.2,6.03837808459835,1.05319e-10,8.2,3.0
-16.7,23.1,527338.1,6.01397609295182,1.077128e-10,8.2,3.3999999999999986
-16.7,23.1,527338.0,5.903853289262,1.192111e-10,8.1,3.3999999999999986
-16.7,22.9,527335.9,5.98095299970631,1.110393e-10,8.1,3.799999999999997
-16.7,22.8,527334.9,5.85936495973508,1.241972e-10,8.1,4.0
-16.7,22.6,527332.9,5.97526884170442,1.116222e-10,8.0,4.399999999999999
-16.7,22.5,527331.9,5.83371046547921,1.271668e-10,8.0,4.5
-16.7,22.4,527330.8,5.95601695918657,1.13619e-10,7.9,4.699999999999996
-16.7,22.2,527328.2,5.92141982488763,1.172978e-10,7.9,5.099999999999994
-16.7,22.2,527328.1,5.73493027247212,1.392791e-10,7.9,5.199999999999996
-16.7,21.9,527325.1,5.87685601063303,1.222125e-10,7.8,5.599999999999994
-16.7,21.8,527324.2,5.64035014479743,1.51956e-10,7.8,5.799999999999997
-16.7,21.6,527321.8,5.92363494739863,1.170588e-10,7.7,6.199999999999996
-16.7,21.5,527320.0,5.972874438922,1.118686e-10,7.7,6.399999999999999
-16.7,21.3,527317.9,6.18136360679022,9.23235e-11,7.6,6.699999999999996
-16.7,21.2,527316.2,6.20750320700052,9.01273e-11,7.6,7.0
-16.7,21.1,527314.4,6.29559971747112,8.31032e-11,7.5,7.199999999999996
-16.7,20.9,527312.7,6.26710612952486,8.5313e-11,7.5,7.5
-16.7,20.8,527311.0,6.31340285411234,8.17517e-11,7.4,7.699999999999996
-16.7,20.7,527309.1,6.44587197086548,7.23617e-11,7.4,8.0
-16.7,20.5,527307.3,6.44932239295156,7.21321e-11,7.3,8.199999999999996
-16.7,20.4,527305.5,6.55825686154676,6.52462e-11,7.3,8.399999999999999
-16.7,20.3,527303.5,6.53239513022827,6.6819e-11,7.3,8.699999999999996
-16.7,20.2,527302.0,6.53072201256891,6.6922e-11,7.2,8.799999999999997
-19.1,20.2,527212.5,8.52060856702029,1.07056e-11,18.8,89.19999999999999
-19.1,20.4,527215.3,8.54852814129778,1.04339e-11,18.8,88.79999999999995
-19.1,20.5,527216.1,8.39948524201629,1.19691e-11,18.8,88.69999999999999
-19.1,20.7,527218.4,8.54026978372007,1.05135e-11,18.7,88.29999999999995
-19.1,20.7,527219.2,8.3508935906074,1.2517e-11,18.7,88.19999999999999
-19.1,20.9,527221.3,8.47072494787902,1.1209e-11,18.6,87.89999999999998
-19.1,21.0,527222.3,8.45569855552106,1.13652e-11,18.6,87.69999999999999
-19.1,21.2,527224.5,8.4710242637541,1.12059e-11,18.6,87.39999999999998
-19.1,21.3,527225.2,8.29156534197906,1.322e-11,18.5,87.29999999999995
-19.1,21.5,527227.2,8.50964563255612,1.08143e-11,18.5,86.89999999999998
-19.1,21.7,527229.9,8.44916420349842,1.14338e-11,18.4,86.39999999999998
-19.1,21.9,527231.5,8.45763928613863,1.13449e-11,18.4,86.19999999999999
-19.1,22.0,527233.1,8.46179187887262,1.13016e-11,18.3,85.89999999999998
-19.1,22.2,527234.7,8.42139267633894,1.173e-11,18.3,85.5
-19.1,22.3,527236.2,8.42240275794205,1.17191e-11,18.3,85.29999999999995
-19.1,22.5,527237.5,8.42614870018101,1.16788e-11,18.2,85.0
-19.1,22.6,527238.8,8.4121991060595,1.18298e-11,18.2,84.80000000000001
-19.1,22.8,527240.3,8.38958133822108,1.20788e-11,18.1,84.5
-19.1,22.9,527241.7,8.37368362171244,1.2257e-11,18.1,84.19999999999999
-19.1,23.0,527242.9,8.42664293607622,1.16734e-11,18.1,84.0
-19.1,23.2,527244.3,8.37335676388249,1.22607e-11,18.0,83.69999999999999
-19.1,23.3,527245.4,8.40439400274035,1.19151e-11,18.0,83.39999999999998
-19.1,23.4,527246.6,8.38429160347449,1.21378e-11,18.0,83.10000000000002
-19.1,23.6,527247.9,8.36745121740401,1.23275e-11,17.9,82.80000000000001
-19.0,25.0,527259.7,8.23784691095314,1.38905e-11,17.5,79.60000000000002
-19.0,25.3,527261.4,8.19501802541904,1.44494e-11,17.5,79.10000000000002
-19.0,25.5,527262.9,8.29248227176797,1.32088e-11,17.4,78.60000000000002
-19.0,25.8,527264.8,8.23409689241531,1.39386e-11,17.4,78.0
-19.0,25.8,527265.4,8.06908382200477,1.62264e-11,17.3,77.69999999999999
-19.0,26.1,527266.9,8.24844810911378,1.37555e-11,17.3,77.19999999999999
-19.0,26.1,527267.3,8.05318806993887,1.64658e-11,17.3,77.10000000000002
-19.0,26.3,527268.8,8.23432013677406,1.39357e-11,17.2,76.5
-19.0,26.4,527269.3,8.01369304357468,1.70757e-11,17.2,76.30000000000001
